261,-0.0398804,0.0223182,0.0930928,0.0622067,-0.108562,0.0613068,-0.0200982,-0.0601361,-0.200546,0.0302702,0.0730527,0.00332147,-0.0808949,0.127752,0.0212894,-0.0087125,0.135767,0.0300594,0.0838778,0.0559117,-0.0991177,0.0099276,-0.0457569,0.0119898,0.0715962,0.046309,0.0658806,-0.00839717,-0.0756482,-0.0509655,0.0500504,0.0239134,0.0027637,0.00998749,0.096185,0.0982291,0.133799,-0.12946,-0.146638,0.00965519,-0.106974,-0.0622725,-0.0311225,0.0517591,-0.073712,0.0541219,-0.0879892,-0.162436,-0.0719442,0.04253,0.0263646,0.0945984,0.0219982,-0.0475092,0.0685112,-0.064499,0.191848,0.0763056,0.0265444,0.0535534,0.0533363,0.0789798,0.048186,0.145772,0.0707595,0.0107695,0.104211,0.0375463,-0.0289444,-0.00695633,0.0139387,-0.109359,0.00493409,-0.0279952,0.0339874,0.0218849,0.24031,0.133146,-0.0642452,0.132812,0.0856148,-0.0896957,-0.0600604,0.0259802,-0.0335007,-0.219734,-0.038973,-0.119766,-0.0771169,0.0664327,-0.122531,-0.0157066,-0.088131,-0.181012,-0.010226,0.0579731,0.0409261,0.0393223,-0.0261124,-0.0861873,0.0673921,-0.0154017,-0.113279,-0.0816709,0.0500948,-0.0327202,0.0788335,-0.075602,0.0892705,-0.0373284,0.0577583,-0.00177554,0.158472,-0.184613,0.00961928,0.173915,-0.0986056,0.158327,-0.0426171,-0.092272,0.0665207,0.200622,0.0335123,0.0231381,0.18189,0.0846194,0.131998,0.0158667
055,-0.159569,0.0495428,0.0230857,-0.121296,-0.0217274,-0.0417921,0.0935392,0.0339217,-0.124408,0.0413999,-0.113308,-0.0340222,-0.0923403,0.0921455,0.0361152,-0.016887,0.0617157,0.02638,0.0751796,0.147887,-0.0804901,-0.0384989,-0.012647,-0.102513,0.0539524,-0.0198754,0.0103537,0.135512,0.00739182,-0.0982278,-0.0180373,0.0458962,0.00606549,0.126575,-0.00912916,0.259467,0.0012265,0.0685836,-0.010748,-0.0595339,-0.0369661,0.0187514,-0.120518,0.108201,0.033866,-0.0499599,0.0185871,-0.0167791,-0.0515308,0.0722445,-0.00396876,0.173779,0.063409,-0.0357474,-0.0584874,0.00694292,-0.0193443,-0.0982905,-0.0712814,0.0662335,0.0927168,-0.0570399,-0.0950863,0.0800526,0.0242665,-0.00711285,-0.0149917,-0.168455,0.0698181,0.0385263,0.0338882,-0.0170731,-0.0702877,-0.0269311,-0.0912253,0.00425036,0.0388028,0.0171814,0.0195232,0.0473101,-0.0139661,-0.054738,-0.122522,0.0651365,0.00774265,-0.216179,0.00699531,-0.153681,0.0943336,0.0183053,0.0533325,0.0204618,0.0522345,-0.138148,0.222243,0.0712896,0.00298838,-0.117483,-0.115362,-0.0899099,-0.0133325,0.109397,0.184044,0.119068,-0.0415059,0.0630259,0.0790251,0.0240535,0.0730038,0.0188637,0.125701,0.0144595,0.0701438,-0.12097,-0.100493,0.0483156,0.222071,0.00250769,0.175579,-0.104939,-0.15755,0.0398053,-0.092309,-0.166602,0.0989476,0.105962,0.137906,0.00284943
231,-0.17529,-0.105259,-0.0023562,0.00369087,0.139121,-0.0356802,0.17834,0.0154942,-0.180808,-0.0155584,-0.0808922,-0.026152,-0.0565664,0.0938916,-0.036425,-0.16939,-0.0856367,-0.000412633,0.0819836,-0.0139126,-0.00912096,0.0504898,-0.17188,-0.113985,0.0154502,0.0737043,0.0125138,0.0938212,0.0975439,-0.0476394,-0.0991395,-0.0483858,0.0605622,0.116033,-0.0609073,0.0217171,-0.0235921,-0.0365965,0.038766,-0.00859692,0.0105249,0.0644632,-0.00358406,0.152937,0.0769407,-0.169341,-8.31606e-06,-0.150797,-0.0729317,-0.0848792,0.113475,0.00093817,-0.00829057,0.111461,-0.156387,0.0534424,0.036287,-0.0636918,-0.0968065,-0.0154754,0.165792,-0.00779914,-0.089039,0.126224,0.0437546,-0.0238373,0.00492394,-0.151186,0.160345,-0.116852,0.0571679,0.173365,-0.074768,0.169497,-0.000757319,-0.11345,0.00593121,-0.0241837,0.0286905,0.133885,-0.112031,-0.0236381,-0.104776,0.083602,-0.0435927,-0.0878499,0.0222797,-0.0827827,-0.026666,0.110142,0.141332,-0.176557,0.0864599,-0.048661,0.0358717,0.0912207,0.0714373,0.0238906,0.0696116,0.013874,0.0751382,0.0683078,-0.0683076,0.106762,-0.0932247,0.0586274,0.115582,-0.0394443,0.0197367,-0.069944,0.0384283,0.000141926,0.142142,-0.0481733,-0.114569,0.087238,0.034153,-0.0376049,0.00754246,0.134709,0.053132,0.0378603,-0.0745203,-0.12851,-0.100496,0.12369,0.028316,-0.0189439
086,0.0142821,-0.0780487,-0.0208888,-0.113483,-0.115545,0.0961945,0.0597597,0.0426606,-0.282348,-0.0420668,-0.0426612,0.0815099,-0.0629569,0.117875,-0.0611299,-0.0424296,0.0337847,0.00842677,0.187465,0.0545216,-0.0482442,0.0778505,-0.0745159,0.00940628,-0.0193627,0.0812457,0.126717,0.0584682,-0.0354283,-0.0160462,-0.0510039,0.0533092,0.149694,0.0655579,0.0492367,0.0756542,0.0932401,-0.0450626,-0.0412789,0.0694474,0.00368153,0.0472899,-0.155182,0.0711744,-0.0641369,0.0535644,-0.142611,-0.0963742,-0.0421665,0.010924,0.00786293,0.0290786,0.0325389,-0.0714451,-0.0175174,-0.017368,0.119865,0.142836,0.110164,0.0520701,0.0929076,0.0484355,-0.0994284,0.152808,0.0859226,-0.0221871,0.148409,0.0520152,0.101931,-0.0276274,-0.0795711,-0.0958736,-0.0335495,0.0118227,-0.00641117,0.0430838,0.121428,0.1223,0.0661501,0.11211,-0.0413468,-0.047184,-0.167715,-0.0180889,0.0120794,-0.0227276,-0.0129302,0.0509998,0.0468338,0.163219,0.0818857,0.0358156,-0.123996,-0.144964,0.0411651,0.0149138,0.0915036,0.0927226,-0.107583,-0.0882194,-0.00995238,-0.0212189,-0.0126076,-0.00579713,-0.050322,0.027313,0.131324,-0.108793,0.103431,-0.220305,0.0481185,-0.0104269,-0.0361604,-0.160322,0.02752,0.181708,-0.0403273,0.0877498,-0.000596974,-0.0479741,0.0112113,0.136462,-0.107488,0.0079746,0.0890544,0.185773,0.178795,0.0211093
157,-0.117242,0.0241963,0.0462206,0.0476379,0.144097,-0.0397971,-0.0248453,-0.0305342,-0.112493,0.0646696,0.0609986,0.116104,-0.11922,0.0835145,0.000366916,0.00510326,-0.00355151,0.0241572,0.0679218,0.0517325,-0.0184983,-0.1524,-0.0150051,-0.144762,0.0589765,0.0213825,-0.0336836,0.0826031,-0.137286,-0.00802728,0.0414836,-0.0977655,0.026836,0.0171478,0.00218832,0.00788876,0.140052,0.0083459,-0.021958,-0.217122,0.0196437,0.079059,0.0489868,0.0508066,0.0772556,-0.147683,-0.0481767,-0.0774111,0.0171948,-0.0576351,0.0785033,0.198613,0.099523,-0.105363,-0.128701,0.0628289,-0.0871668,-0.0959738,0.03092,-0.101049,-0.0556959,-0.132639,0.0715613,0.045898,-0.0177533,0.00707451,0.0566436,-0.0130545,0.0813295,0.0924665,0.049595,0.0465047,-0.0824041,0.0319836,-0.00755809,-0.0586386,0.0684855,0.067583,0.169702,0.0685848,-0.0371147,0.0137259,-0.067952,-0.0162871,-0.101269,-0.187648,-0.00884377,-0.121806,-0.0296906,0.110247,0.0810997,0.0890042,-0.0891077,-0.0149277,0.134319,0.0912541,0.0497422,0.0642592,0.111077,-0.208997,0.097088,0.0691616,-0.0795863,0.00216464,-0.198452,0.0252125,0.145187,-0.162587,-0.00111687,-0.0422756,0.0484194,-0.0623004,0.0755819,0.135737,0.0239253,-0.0243741,0.0762823,-0.158997,0.200416,-0.0108462,-0.0356307,0.0195325,0.0108469,-0.0645845,0.13726,0.119603,0.147365,0.0441503
240,-0.11469,-0.0725295,0.135303,0.129377,0.0100241,0.0636689,-0.0436372,0.0497361,-0.210755,0.10486,0.0352427,0.00672957,-0.105568,0.184947,-0.00573167,-0.101353,0.0518847,-0.0142364,0.0205039,-0.0332502,-0.00972455,-0.0180696,-0.0621119,-0.117638,0.197053,0.0565116,0.00889492,0.0869337,-0.0795924,-0.073228,0.088939,-0.0604667,-0.085845,0.0922201,0.0478363,-0.0269119,0.11324,-0.120518,-0.124716,0.00574173,0.0197577,0.0646589,0.0384391,-0.0873312,-0.0636012,0.0538893,-0.142009,-0.0882011,-0.00702296,-0.0341527,0.069603,0.0563917,-0.0177035,-0.0357512,-0.0584813,0.00105212,0.219965,-0.0318925,-0.0424249,0.0885428,-0.0195958,0.0578372,0.0299245,0.162415,0.0389575,-0.0491304,0.0808772,-0.0233804,0.0781356,0.0540702,0.00935231,-0.0307139,0.096954,0.0186961,-0.074568,0.111035,0.166823,0.24063,0.0150714,0.168122,-0.0891676,-0.0311728,-0.0864781,0.0324892,-0.0712971,-0.163283,0.0544843,-0.0587648,0.0524119,0.0125402,-0.0241882,0.0165607,-0.139561,-0.083537,0.00208411,0.11258,0.0142321,0.0999201,0.112751,-0.103276,0.00355715,0.0210541,-0.13083,-0.0308313,-0.0848631,0.0233546,0.0963344,-0.199307,0.0994858,-0.0836246,0.0779081,0.0958136,0.112856,-0.0385109,-0.0365284,0.0814678,-0.0519887,0.0187228,-0.025637,-0.0476801,0.132587,0.0172379,0.0490059,0.20288,0.071522,0.082949,0.0899717,-0.0579161
199,-0.120935,-0.111044,0.0279153,0.0632031,0.107908,-0.0237791,0.032762,0.0347547,-0.185634,0.11826,0.15805,0.0747689,0.0550667,0.0226742,-0.0269833,0.0118171,-0.0130731,0.0982786,-0.0554375,0.153905,-0.00255877,-0.0931862,-0.0407457,-0.078579,0.0203716,-0.0169172,0.0414904,0.124926,-0.184612,-0.00205485,0.108038,-0.0575506,0.0424277,0.0132572,0.086755,0.120544,0.207483,-0.0558953,-0.0659635,-0.0114892,-0.0282903,-0.0787832,0.0756545,0.0443189,-0.00388102,0.00702221,-0.0303252,-0.00736139,-0.0216788,0.0551596,0.00329892,0.236399,-0.0562933,-0.105901,-0.0507838,0.107768,-0.048703,0.0116285,0.134903,-0.146764,-0.0879192,-0.118117,0.0438847,0.0120165,-0.0330415,0.0223416,0.145649,-0.0832491,0.089384,0.0835409,-0.00404171,-0.0626163,-0.192113,0.0344406,0.0520013,-0.0418238,0.0712129,0.00824859,0.0336599,0.0287928,-0.00324338,-0.00472887,0.01782,-0.02637,-0.0438123,-0.206706,-0.0202048,-0.113558,0.0175296,0.0778118,0.00651989,0.0403335,-0.0471229,-0.132303,0.0168011,-0.00778053,0.0455901,-0.041742,0.0361243,-0.0872141,0.23122,-0.05167,-0.00568643,0.0506947,-0.0768366,0.0370959,-0.0676899,-0.113074,-0.0542493,-0.0455939,0.0639121,-0.0782201,0.110908,0.0449235,-0.0548332,0.028451,0.0890965,-0.0765676,0.119186,-0.125832,-0.0304178,-0.0799869,0.11025,-0.13223,0.145145,0.195106,0.220276,0.0491386
310,-0.163983,-0.169436,0.00871736,-0.0133205,0.0485972,-0.0484642,0.118065,-0.0745767,-0.188287,0.0906661,-0.166764,0.0251797,0.00814288,0.0147629,0.0627175,-0.154182,-0.00232081,0.0516924,0.0976166,0.10301,-0.185141,-0.0678965,-0.0266199,-0.0614688,0.0581925,-0.0398591,0.0868356,-0.0116985,0.0178656,-0.00245929,0.0421859,0.0853584,0.0337145,0.0409851,-0.0212925,0.243836,0.0569262,-0.0597641,-0.118635,-0.0478111,-0.0112449,0.106933,-0.0858636,-0.0621851,-0.0192515,-0.106931,-0.0409616,-0.0266109,0.0249438,-0.00876192,-0.017267,0.152698,0.0285297,0.0668599,-0.109071,0.150782,0.00844859,-0.0408214,-0.0760835,-0.0422463,0.15096,-0.0552274,-0.173595,0.123243,0.0254306,0.0316718,-0.0222149,-0.103031,0.0743616,-0.00830201,0.00398574,-0.00427059,-0.0311751,0.124948,0.0573511,-0.0702859,0.0905682,0.0547681,0.0195045,0.0516755,0.049743,-0.0758259,-0.0506188,0.0159534,-0.104147,-0.0433611,0.0716832,-0.0481098,-0.000403167,0.0675655,0.0870493,-0.116024,0.00749545,-0.0629293,0.0403915,0.024724,0.00109225,-0.0268605,-0.0221701,-0.119295,0.000581273,0.052332,0.0997769,-0.052157,0.00428923,0.0366225,0.105352,0.104513,0.106446,-0.0261439,0.0695258,-0.0931912,0.0952177,-0.199517,-0.032344,0.0128487,0.0620485,0.0719687,0.100222,-0.170511,-0.0448063,0.0926581,-0.0376645,-0.183637,0.262748,0.181768,0.0819771,0.104512
264,-0.108731,-0.0832482,0.0266432,-0.036865,-0.124727,-0.0124969,0.0309348,-0.0629312,-0.172166,0.0839773,0.0502776,0.0455115,0.0204655,0.0824218,0.112787,0.0271082,0.064092,0.0488137,0.0484361,0.093109,-0.171352,-0.0460388,-0.063818,-0.0549033,0.0544806,0.0371692,0.107068,-0.0471038,-0.138077,0.00456332,0.0013465,-0.00536926,-0.0191573,0.00986265,0.0517541,0.181252,0.0389529,-0.0239483,-0.213389,-0.0612594,-0.0175297,-0.0277221,-0.0322781,-0.0505091,0.000302921,0.0878081,-0.0168366,-0.0131684,-0.148358,0.0145029,0.0908731,0.156373,-0.0615099,-0.0748148,-0.0218432,0.148018,0.0156178,-0.00751292,-0.073364,-0.0889345,0.0992787,-0.0540097,-0.0423244,0.0465638,-0.0321945,0.0873339,0.0912046,-0.0177013,0.0902062,0.00876872,0.0103434,-0.0547753,-0.0992506,0.0656335,0.0169218,0.000850752,0.178789,0.036668,0.046737,0.0852595,0.088858,-0.122517,-0.0869234,-0.0943136,-0.0993874,-0.200749,0.0982557,-0.112036,0.000754854,0.130192,-0.0879198,0.0624834,-0.0287904,-0.0201702,-0.0202567,0.0221838,0.0124873,-0.117451,0.0664228,-0.0530369,0.0183466,0.0227808,-0.0116185,0.0559949,0.00533111,0.0509044,0.0116148,-0.0438948,0.0532107,-0.00685975,0.15531,-0.138891,0.19968,-0.187286,-0.102128,-0.0204484,0.027796,0.00631934,0.104657,-0.132508,-0.0705707,0.0296894,0.112581,-0.129703,0.314263,0.167886,0.0509332,0.0393548
282,0.0172095,-0.12482,0.04048,-0.112249,-0.0364246,0.0447389,0.0687717,0.00435268,-0.142431,0.0590031,0.00411229,0.102618,-0.175675,0.147037,0.0408384,-0.0534635,-0.0454711,-0.0984361,0.125782,0.056555,0.0243543,0.0443758,-0.0614058,0.0139922,0.0347386,0.0747761,-0.0100393,-0.0487027,0.0562781,-0.00526966,0.0375564,-0.0493695,0.0579419,-0.02725,-0.173914,-0.0366211,0.203565,0.0522644,0.0459002,0.0283,-0.00345258,0.202985,-0.0258739,-0.0109139,0.0711636,-0.03743,-0.0208173,-0.0197351,-0.0844975,0.0575461,0.0270472,0.128076,0.0217483,-0.0636824,-0.0969322,0.112517,0.0132557,0.203988,-0.0293356,-0.0630661,0.135392,-0.164202,-0.0660762,-0.009925,-0.119897,0.0478658,0.204122,0.0747357,0.117966,-0.0569912,0.0187511,-0.00783783,-0.0603595,0.0810768,-0.0107733,-0.0367111,0.167351,-0.0289817,0.0735399,0.160674,-0.0256756,-0.101622,-0.14081,-0.113505,0.00950725,-0.00696243,-0.00120442,-0.0341302,0.0170252,0.164398,0.154248,0.0264821,-0.0804396,-0.0531679,0.00743503,0.0212325,0.0783399,0.0427339,0.0477798,-0.182426,0.065391,0.0369984,-0.0861343,0.0233246,-0.0459171,0.0808508,0.0802342,-0.0690006,0.13017,-0.125815,0.00493117,0.00604555,0.0228468,-0.138149,-0.114386,-0.0402965,0.0232636,0.0758109,0.147127,-0.0332063,-0.111306,-0.0292307,-0.0428495,-0.0828751,0.0517029,0.212405,0.163856,0.0681527
